student_id,attendance_rate,internal_marks,study_hours_weekly,previous_gpa,assignment_completion_rate,tutoring_support,class_participation,extracurricular_hours,sleep_hours,final_score,performance_category
STU-1922,65.3,71.4,15.6,3.88,58.3,0,3,2.9,7.1,79.4,Good
STU-1923,51.6,52.2,11.6,2.72,57.8,1,2,15.5,7.4,57.7,Average
STU-1924,91.8,81.2,18.9,3.8,80.9,0,2,1.8,6.2,74.3,Average
STU-1925,62.8,59.0,12.9,3.23,69.5,0,2,12.6,5.9,62.0,Average
STU-1926,94.0,67.4,10.9,2.66,83.0,0,3,7.7,7.6,56.7,Average
STU-1927,65.9,70.2,21.2,4.0,73.4,0,2,6.5,7.3,80.7,Good
STU-1928,88.5,64.9,15.4,3.23,74.4,0,2,8.7,6.1,73.1,Average
STU-1929,87.3,71.7,14.0,3.35,82.5,1,2,10.5,5.3,67.5,Average
STU-1930,90.5,74.4,12.9,2.93,80.4,0,2,4.4,5.5,80.8,Good
STU-1931,82.9,58.5,11.6,2.69,64.0,1,2,4.7,8.4,63.9,Average
STU-1932,69.4,50.3,9.4,3.13,48.8,1,2,10.6,6.3,54.4,Average
STU-1933,86.3,75.5,16.7,3.76,75.2,0,3,1.2,6.6,90.1,Good
STU-1934,90.7,64.8,9.2,2.91,83.0,0,3,5.7,8.7,60.6,Average
STU-1935,73.7,69.0,17.6,3.04,80.8,0,1,20.2,5.7,64.7,Average
STU-1936,73.2,80.7,12.7,3.71,56.6,0,3,4.1,6.1,68.0,Average
STU-1937,58.0,57.9,11.1,2.91,45.9,1,1,12.6,6.1,62.9,Average
STU-1938,89.3,79.9,12.3,3.28,84.1,0,2,5.7,8.9,78.9,Good
STU-1939,36.7,66.9,21.6,3.44,47.0,0,1,10.0,9.4,67.1,Average
STU-1940,71.8,62.0,17.0,2.96,74.0,0,2,10.6,7.9,68.0,Average
STU-1941,59.3,45.4,9.1,3.19,48.6,1,1,12.5,7.9,55.0,Average
STU-1942,79.2,66.1,14.3,3.35,83.7,0,2,7.2,6.3,72.7,Average
STU-1943,69.5,62.7,9.3,2.87,53.2,0,1,16.0,9.3,57.8,Average
STU-1944,60.0,61.7,15.2,3.42,70.4,0,2,5.6,7.3,67.0,Average
STU-1945,71.1,54.9,14.3,2.8,67.7,0,3,8.9,8.0,59.0,Average
STU-1946,70.3,56.7,12.4,2.75,65.6,1,1,9.0,6.9,58.7,Average
STU-1947,84.6,58.6,12.6,2.36,55.9,0,2,3.5,6.7,59.3,Average
STU-1948,81.9,62.2,11.1,2.82,50.7,0,1,6.9,9.0,60.6,Average
STU-1949,91.5,69.3,12.3,2.68,73.3,0,2,8.6,7.6,61.6,Average
STU-1950,66.3,56.4,14.7,2.87,66.1,0,2,6.3,8.7,54.6,Average
STU-1951,76.9,70.5,12.9,3.33,58.8,0,3,17.8,7.3,76.2,Good
STU-1952,80.4,47.5,7.1,2.27,54.0,0,2,4.6,6.0,46.8,At Risk
STU-1953,58.8,41.4,7.1,2.16,55.4,1,2,12.7,6.3,44.3,At Risk
STU-1954,94.2,72.8,11.1,2.71,79.6,0,3,11.4,7.1,66.4,Average
STU-1955,77.5,64.8,14.0,3.26,68.3,0,3,7.9,6.2,64.5,Average
STU-1956,87.1,70.9,14.7,3.18,81.8,1,2,4.5,5.7,73.0,Average
STU-1957,77.9,60.4,9.4,2.71,54.7,0,1,4.9,8.4,55.6,Average
STU-1958,35.0,51.6,18.1,3.58,48.1,1,1,5.9,6.3,56.6,Average
STU-1959,91.0,77.9,20.0,2.75,97.2,1,2,0.9,7.2,86.4,Good
STU-1960,66.1,64.6,12.2,3.26,61.5,0,2,4.0,7.4,65.3,Average
STU-1961,92.9,98.0,24.9,2.89,92.0,0,2,2.1,6.3,96.7,Good
STU-1962,76.9,78.2,20.7,2.66,95.6,1,2,13.4,8.7,79.0,Good
STU-1963,90.1,68.8,11.8,2.78,62.5,0,3,10.5,5.7,58.3,Average
STU-1964,98.1,83.5,14.0,3.38,87.1,0,3,11.1,7.3,89.3,Good
STU-1965,68.0,56.7,11.8,3.21,74.9,0,1,10.4,7.3,54.7,Average
STU-1966,75.4,75.6,18.3,3.49,70.8,0,3,8.7,6.9,80.6,Good
STU-1967,79.1,69.8,13.9,3.21,77.1,0,1,13.8,5.4,66.7,Average
STU-1968,77.8,56.7,10.3,2.32,57.3,1,2,5.6,8.0,64.9,Average
STU-1969,55.4,66.1,14.9,4.0,52.9,0,2,8.4,7.9,76.9,Good
STU-1970,80.8,76.9,17.3,3.22,78.3,0,2,11.0,6.2,74.0,Average
STU-1971,76.9,66.9,13.3,3.28,74.6,0,2,2.7,7.8,69.4,Average
STU-1972,80.3,62.6,9.4,2.88,74.4,1,3,20.4,7.4,67.1,Average
STU-1973,92.2,73.9,15.0,3.55,91.3,0,3,8.1,5.5,86.4,Good
STU-1974,74.1,52.2,8.6,2.56,60.5,1,2,8.6,6.0,54.8,Average
STU-1975,63.6,80.3,20.0,3.32,78.5,0,2,13.0,8.4,72.9,Average
STU-1976,98.9,75.4,18.1,2.11,83.4,1,2,11.7,7.4,70.4,Average
STU-1977,43.4,55.0,14.2,3.35,58.1,0,2,8.2,6.3,57.8,Average
STU-1978,88.6,80.8,15.1,2.56,78.5,1,2,8.5,6.0,79.7,Good
STU-1979,78.3,65.5,17.7,3.17,77.9,0,3,2.0,6.4,75.6,Good
STU-1980,91.2,68.3,10.7,3.66,76.4,1,3,5.8,6.5,76.0,Good
STU-1981,90.0,82.8,12.8,3.42,62.0,0,2,10.1,6.0,81.4,Good
STU-1982,60.0,64.9,15.8,3.6,53.0,0,2,9.8,4.9,66.5,Average
STU-1983,82.0,72.1,14.0,3.55,72.7,0,2,12.9,8.4,79.7,Good
STU-1984,67.8,45.9,9.9,2.81,45.7,1,2,7.5,8.2,63.7,Average
STU-1985,46.7,64.8,18.7,3.32,64.8,0,2,2.5,5.5,64.1,Average
STU-1986,58.8,48.2,8.1,2.27,59.0,0,1,12.2,7.2,46.2,At Risk
STU-1987,80.0,57.6,12.7,2.74,71.9,1,2,13.7,5.9,60.5,Average
STU-1988,87.8,82.6,19.9,3.68,73.2,0,3,11.6,6.7,87.8,Good
STU-1989,82.7,73.1,18.4,2.88,88.6,0,3,7.3,6.6,76.3,Good
STU-1990,64.2,47.7,6.4,2.21,69.3,0,2,12.2,6.5,43.6,At Risk
STU-1991,55.5,58.8,14.5,3.96,59.1,0,2,21.7,9.4,78.5,Good
STU-1992,60.4,70.4,14.8,3.3,65.1,0,1,8.5,6.5,65.0,Average
STU-1993,86.1,74.9,10.3,3.39,71.3,0,3,2.8,6.0,77.5,Good
STU-1994,95.6,62.9,8.5,2.61,77.0,0,2,5.7,6.1,55.2,Average
STU-1995,92.2,79.5,18.7,3.18,82.2,0,3,10.5,8.3,85.1,Good
STU-1996,88.4,74.6,15.9,3.17,77.4,0,3,1.6,5.0,82.9,Good
STU-1997,77.0,55.9,10.9,2.68,72.7,0,1,8.7,6.1,54.8,Average
STU-1998,97.1,75.8,14.3,2.97,99.3,0,3,9.5,8.7,68.7,Average
STU-1999,52.3,44.3,12.6,2.37,42.7,1,1,14.1,7.3,44.8,At Risk
STU-2000,82.4,70.8,8.9,2.89,65.2,0,3,13.2,7.2,66.5,Average
STU-2001,87.9,79.2,13.5,3.49,65.1,0,2,11.5,9.6,81.3,Good
STU-2002,53.4,64.7,17.4,2.71,73.0,0,2,0.0,7.3,69.5,Average
STU-2003,76.0,80.0,17.7,3.91,68.3,0,1,11.7,6.2,80.0,Good
STU-2004,72.7,46.9,11.1,2.4,51.8,0,3,10.8,6.7,48.0,At Risk
STU-2005,73.2,62.2,12.3,2.93,70.1,1,2,9.0,5.6,60.1,Average
STU-2006,58.0,55.2,7.7,2.75,65.1,0,2,1.1,8.5,52.2,Average
STU-2007,94.1,63.2,10.9,2.97,80.1,0,2,4.9,7.7,70.5,Average
STU-2008,73.7,78.8,17.2,3.67,72.8,0,2,3.3,8.3,77.6,Good
STU-2009,64.5,65.9,9.6,2.61,60.3,0,2,0.0,8.5,59.6,Average
STU-2010,69.1,63.5,9.4,2.85,70.6,0,3,8.0,6.5,63.0,Average
STU-2011,76.0,73.4,11.8,3.34,59.0,0,2,4.8,5.9,70.4,Average
STU-2012,86.8,79.4,19.2,3.09,79.9,0,3,18.5,6.9,77.5,Good
STU-2013,86.9,74.4,11.8,3.13,68.3,0,3,7.3,6.0,71.4,Average
STU-2014,89.3,65.4,15.9,2.62,68.9,0,3,13.2,7.2,58.9,Average
STU-2015,97.2,80.1,13.9,3.02,77.5,0,3,1.7,8.4,80.2,Good
STU-2016,84.5,80.5,14.5,3.56,82.7,0,3,5.9,6.8,82.4,Good
STU-2017,94.6,62.8,7.6,2.33,75.7,0,3,8.4,7.2,61.9,Average
STU-2018,71.3,70.0,14.0,2.74,71.2,0,3,4.4,6.9,68.5,Average
STU-2019,73.5,54.1,13.4,2.23,67.7,1,2,6.3,8.0,57.8,Average
STU-2020,75.8,71.5,16.9,3.29,76.2,0,2,7.1,6.2,73.8,Average
STU-2021,85.2,72.6,12.2,3.6,65.1,0,3,7.1,4.4,75.3,Good
STU-2022,61.6,48.6,11.1,2.97,54.7,0,1,15.4,7.6,46.3,At Risk
STU-2023,87.2,63.6,9.7,2.6,71.1,1,3,9.5,8.2,62.9,Average
STU-2024,70.1,40.6,6.9,2.61,59.1,1,2,9.9,7.5,48.9,At Risk
STU-2025,72.6,70.2,14.0,2.92,69.3,0,2,10.2,6.2,63.7,Average
STU-2026,67.4,61.9,14.6,2.91,63.5,0,2,10.5,5.6,66.1,Average
STU-2027,66.5,65.6,16.9,3.46,63.8,1,1,7.7,7.6,68.3,Average
STU-2028,71.8,59.2,13.0,2.75,90.4,0,2,6.7,7.2,63.0,Average
STU-2029,79.7,68.0,12.9,3.25,76.6,1,2,8.7,6.8,73.1,Average
STU-2030,38.1,47.1,10.1,2.91,46.4,1,2,12.6,9.2,50.7,Average
STU-2031,77.4,62.5,10.5,2.71,63.3,1,2,12.5,5.9,65.9,Average
STU-2032,90.9,66.3,13.4,2.9,72.5,0,3,7.0,9.1,73.8,Average
STU-2033,66.7,64.4,19.0,3.2,68.4,0,2,11.1,7.0,60.8,Average
STU-2034,90.8,82.4,15.1,3.46,80.4,0,3,7.2,4.8,88.2,Good
STU-2035,83.7,60.5,12.6,2.94,56.1,0,3,8.1,6.8,72.0,Average
STU-2036,91.3,57.5,6.5,2.51,55.5,0,3,6.1,8.2,55.7,Average
STU-2037,62.9,67.1,16.3,3.5,59.1,1,2,7.3,6.6,72.8,Average
STU-2038,77.4,69.4,17.0,2.65,74.6,1,2,13.4,5.2,66.0,Average
STU-2039,49.9,59.0,13.1,3.17,51.3,0,1,8.4,6.8,48.0,At Risk
STU-2040,67.3,54.2,12.3,3.04,73.6,0,1,8.5,6.0,55.5,Average
STU-2041,88.9,55.2,11.5,2.98,60.8,0,2,2.2,7.6,61.2,Average
STU-2042,49.9,48.7,14.6,2.83,49.0,0,1,6.8,7.9,48.8,At Risk
STU-2043,79.5,78.0,10.1,3.33,78.0,0,3,7.0,5.7,70.3,Average
STU-2044,57.0,56.5,12.2,1.8,57.0,0,3,4.7,6.2,43.7,At Risk
STU-2045,47.8,70.4,14.5,3.56,60.8,1,2,8.1,7.9,68.6,Average
STU-2046,87.6,67.4,12.5,2.64,89.6,1,3,6.3,6.0,67.5,Average
STU-2047,82.2,62.8,16.8,3.23,69.8,0,2,8.3,5.7,73.9,Average
STU-2048,50.6,38.2,11.2,3.21,50.5,1,1,8.5,5.6,52.8,Average
STU-2049,56.5,60.1,15.5,3.62,57.5,1,2,4.2,7.4,78.2,Good
STU-2050,80.6,63.8,12.6,3.14,53.8,0,2,6.4,7.4,71.0,Average
STU-2051,86.7,68.2,8.4,2.68,65.3,0,3,8.3,6.2,65.2,Average
STU-2052,60.6,58.8,13.8,2.33,66.9,0,2,12.7,7.0,51.4,Average
STU-2053,85.8,67.8,11.2,2.89,75.0,0,3,9.0,8.8,69.9,Average
STU-2054,81.6,46.3,6.0,2.17,67.0,0,3,5.4,5.8,50.1,Average
STU-2055,73.0,53.4,11.8,2.77,61.3,0,1,9.6,4.7,52.7,Average
STU-2056,89.8,65.7,8.9,2.92,64.8,0,3,14.8,7.5,69.9,Average
STU-2057,61.1,57.5,10.2,2.74,66.0,0,1,11.7,6.9,47.4,At Risk
STU-2058,71.4,66.2,14.1,3.07,62.2,1,2,10.2,6.1,67.0,Average
STU-2059,68.3,49.4,8.9,2.94,60.6,0,2,10.9,7.8,56.5,Average
STU-2060,76.1,69.9,14.6,2.9,70.7,0,3,13.8,8.0,68.2,Average
STU-2061,70.0,51.1,8.4,1.96,70.3,1,2,12.3,4.4,45.6,At Risk
STU-2062,53.4,44.7,13.4,2.47,63.2,1,2,10.3,6.2,49.5,At Risk
STU-2063,79.1,68.1,17.2,3.34,63.8,1,2,12.3,9.8,72.0,Average
STU-2064,95.3,79.9,13.1,3.41,68.6,0,3,3.7,7.7,86.0,Good
STU-2065,80.6,52.6,7.9,2.22,68.4,0,2,2.0,7.8,47.0,At Risk
STU-2066,82.7,74.3,13.0,2.68,70.6,0,2,8.6,8.4,69.0,Average
STU-2067,77.8,71.7,12.4,3.53,64.0,1,2,8.3,7.0,76.5,Good
STU-2068,92.7,62.8,8.8,2.73,79.7,1,2,5.8,8.0,62.2,Average
STU-2069,93.9,70.4,11.0,3.0,76.3,0,3,11.3,7.9,72.8,Average
STU-2070,76.6,70.9,12.6,3.7,67.7,0,3,0.5,7.6,71.9,Average
STU-2071,74.2,54.4,9.2,2.89,68.1,1,1,5.9,6.6,64.0,Average
STU-2072,80.1,53.8,9.0,2.82,61.9,1,2,6.1,7.2,54.8,Average
STU-2073,57.2,60.1,11.7,2.98,68.0,0,3,1.5,6.3,57.0,Average
STU-2074,61.2,72.9,15.6,3.88,56.1,1,2,14.0,7.0,71.1,Average
STU-2075,89.7,83.4,17.6,3.25,85.7,0,3,2.6,5.6,78.4,Good
STU-2076,80.5,76.8,12.1,3.06,80.3,0,3,5.6,6.1,80.0,Good
STU-2077,65.8,51.5,11.6,2.81,49.1,1,2,11.6,6.7,58.4,Average
STU-2078,75.2,87.7,21.9,3.29,74.9,1,2,10.6,5.9,86.0,Good
STU-2079,56.2,50.3,9.8,3.35,61.8,1,2,3.6,6.4,55.5,Average
STU-2080,74.7,53.6,11.5,2.57,74.1,1,2,10.7,6.8,62.5,Average
STU-2081,59.0,50.0,13.7,3.36,57.5,0,2,9.2,7.5,56.0,Average
STU-2082,77.8,62.5,13.7,2.98,63.4,0,2,17.3,8.1,68.5,Average
STU-2083,74.7,60.5,11.4,3.06,72.4,0,2,9.6,6.4,59.9,Average
STU-2084,89.0,68.5,10.2,2.65,80.7,0,2,7.4,8.6,62.9,Average
STU-2085,89.0,75.0,17.3,2.87,70.4,0,2,4.6,8.1,77.7,Good
STU-2086,91.4,58.8,12.5,2.59,65.6,0,3,5.0,7.6,67.9,Average
STU-2087,68.8,51.3,9.9,2.56,61.5,0,2,4.7,7.2,54.6,Average
STU-2088,85.2,67.5,11.6,3.22,75.8,0,3,13.5,7.4,67.5,Average
STU-2089,80.0,49.9,9.5,2.89,63.0,1,2,8.1,8.4,57.4,Average
STU-2090,78.0,50.5,8.9,2.47,69.0,0,2,10.3,8.5,53.7,Average
STU-2091,62.1,66.1,16.7,4.0,58.5,0,2,14.1,8.6,70.7,Average
STU-2092,72.4,72.0,18.5,2.54,55.1,0,2,0.0,7.0,71.7,Average
STU-2093,85.1,77.4,15.6,3.54,72.1,1,3,13.1,7.7,73.0,Average
STU-2094,97.9,67.1,8.1,2.39,74.1,0,3,8.2,8.6,60.9,Average
STU-2095,75.5,52.7,9.4,3.26,60.6,1,2,9.7,6.3,60.3,Average
STU-2096,89.7,72.7,10.3,2.94,62.4,0,3,4.7,6.6,58.2,Average
STU-2097,81.5,67.1,10.2,2.77,52.5,0,2,5.0,7.0,56.3,Average
STU-2098,82.0,57.3,14.1,3.14,67.9,0,2,10.0,8.1,69.2,Average
STU-2099,66.8,56.2,11.7,3.08,68.0,0,2,17.5,8.1,60.3,Average
STU-2100,66.5,70.1,19.5,2.68,80.0,0,2,12.0,6.7,74.6,Average
STU-2101,75.2,63.2,10.4,2.66,73.3,1,2,13.1,5.2,68.6,Average
STU-2102,78.6,55.8,13.7,2.34,63.1,0,2,7.2,7.3,58.8,Average
STU-2103,61.7,52.4,9.9,3.19,46.6,0,2,5.6,5.9,56.9,Average
STU-2104,66.6,49.2,10.2,2.49,62.8,0,1,4.9,5.2,49.3,At Risk
STU-2105,97.4,73.5,10.8,3.05,81.6,1,3,6.0,5.5,66.1,Average
STU-2106,93.1,89.6,18.2,3.32,86.2,1,2,0.0,7.4,82.9,Good
STU-2107,43.1,42.5,12.2,3.14,32.2,0,1,5.1,8.6,46.7,At Risk
STU-2108,54.4,61.8,16.7,2.72,53.0,0,2,5.8,7.0,60.9,Average
STU-2109,61.1,62.2,17.1,3.46,63.9,0,3,7.3,7.3,71.0,Average
STU-2110,82.9,59.0,10.6,2.87,72.2,0,2,8.5,8.4,58.8,Average
STU-2111,70.8,56.1,7.5,2.45,64.1,0,2,9.4,5.1,55.6,Average
STU-2112,58.1,57.8,10.3,2.92,55.5,0,2,7.9,7.6,61.3,Average
STU-2113,63.6,67.3,13.2,3.31,63.5,0,2,5.7,7.0,70.2,Average
STU-2114,65.2,50.7,13.9,2.75,63.2,0,2,0.1,7.7,60.2,Average
STU-2115,84.2,72.3,14.6,3.45,79.3,1,2,5.7,6.4,76.2,Good
STU-2116,74.4,68.3,14.4,2.7,70.7,0,1,4.1,6.0,67.9,Average
STU-2117,44.3,53.7,17.4,2.76,55.8,1,1,9.9,7.2,55.3,Average
STU-2118,74.7,50.8,10.9,2.58,62.0,1,3,11.6,9.0,60.0,Average
STU-2119,78.0,69.8,11.7,3.36,67.6,0,2,11.8,8.0,71.8,Average
STU-2120,99.1,73.2,14.1,3.03,85.3,0,3,11.0,6.4,77.6,Good
STU-2121,83.3,84.6,20.0,2.61,82.0,0,2,7.5,5.4,73.3,Average
STU-2122,68.3,72.8,15.5,2.87,69.2,0,2,5.9,5.0,67.0,Average
STU-2123,87.3,58.4,8.2,1.8,78.6,0,3,5.0,8.6,57.6,Average
STU-2124,70.9,73.1,12.2,3.4,65.8,0,2,2.0,5.9,68.5,Average
STU-2125,78.0,63.4,11.9,2.97,62.0,1,2,12.0,6.6,69.8,Average
STU-2126,81.1,52.7,4.5,1.97,67.1,0,2,7.3,8.6,49.5,At Risk
STU-2127,78.8,60.2,7.1,2.39,50.9,0,3,3.0,5.1,53.3,Average
STU-2128,78.8,65.3,13.4,2.86,60.8,0,2,4.7,8.8,70.7,Average
STU-2129,48.9,37.7,6.4,2.46,47.3,1,1,4.5,6.7,36.9,At Risk
STU-2130,64.8,54.0,13.5,3.41,66.0,0,3,8.2,5.6,71.1,Average
STU-2131,80.0,63.6,10.7,3.24,56.9,0,3,12.3,6.7,69.1,Average
STU-2132,50.3,56.3,10.9,3.21,47.7,0,1,6.6,6.1,53.7,Average
STU-2133,35.8,34.4,7.8,1.88,34.2,0,1,0.0,7.5,22.8,At Risk
STU-2134,62.9,55.2,9.8,2.81,52.5,0,2,7.2,6.2,53.3,Average
STU-2135,90.5,60.7,8.2,2.74,77.2,0,2,7.4,4.7,60.6,Average
STU-2136,71.9,43.7,9.4,2.62,66.5,0,3,7.1,6.7,47.0,At Risk
STU-2137,58.1,46.5,8.7,2.86,52.2,1,2,5.5,5.4,50.2,Average
STU-2138,91.9,68.7,15.6,2.54,74.9,1,1,8.9,7.2,66.0,Average
STU-2139,49.5,53.8,15.9,3.15,45.5,1,1,8.3,5.6,60.2,Average
STU-2140,86.0,83.1,17.0,3.39,89.1,0,2,7.9,6.4,88.3,Good
STU-2141,72.5,77.5,12.1,3.36,69.1,1,2,9.7,7.2,68.9,Average
STU-2142,45.6,51.7,14.1,2.99,46.3,0,1,6.3,6.7,58.4,Average
STU-2143,77.9,79.2,17.6,3.95,79.7,1,2,6.1,7.3,86.0,Good
STU-2144,69.3,64.8,13.1,3.56,63.3,1,1,13.5,7.8,65.4,Average
STU-2145,71.8,62.2,12.4,3.0,62.1,1,2,10.2,5.6,68.0,Average
STU-2146,79.5,54.2,8.3,2.83,67.2,0,2,11.3,6.9,55.7,Average
STU-2147,75.4,69.7,12.9,3.65,61.0,0,2,12.9,4.0,69.4,Average
STU-2148,85.3,77.6,14.6,3.5,71.7,0,2,10.1,7.3,76.9,Good
STU-2149,71.5,53.2,8.6,2.42,60.6,0,1,11.7,6.6,46.1,At Risk
STU-2150,96.6,85.0,16.2,3.54,78.6,1,3,1.7,5.8,92.5,Good
STU-2151,69.3,61.6,10.6,2.98,66.2,0,3,8.8,7.4,61.0,Average
STU-2152,87.0,54.5,10.1,2.66,84.9,0,2,7.3,8.4,54.6,Average
STU-2153,86.2,59.4,8.8,2.16,61.9,1,2,14.7,6.4,58.9,Average
STU-2154,70.7,51.9,10.2,2.93,47.8,0,1,11.7,5.9,48.9,At Risk
STU-2155,61.7,47.6,11.7,3.04,42.0,0,1,5.5,7.2,47.1,At Risk
STU-2156,90.2,75.7,16.7,3.76,78.4,0,3,9.5,5.4,90.2,Good
STU-2157,86.7,86.3,21.4,3.48,78.1,0,3,8.7,6.2,83.8,Good
STU-2158,72.9,55.8,9.6,2.79,63.3,1,2,9.8,8.5,49.1,At Risk
STU-2159,89.9,62.2,12.3,3.23,75.3,0,3,3.9,7.1,74.4,Average
STU-2160,85.3,79.7,17.9,3.42,65.6,1,3,9.4,4.7,81.9,Good
STU-2161,67.9,56.6,17.6,3.09,53.9,0,2,7.1,4.8,62.5,Average
STU-2162,74.9,64.2,13.6,2.79,69.9,0,2,9.1,7.2,62.4,Average
STU-2163,76.6,68.9,16.2,2.81,72.7,0,2,5.1,8.0,69.1,Average
STU-2164,60.2,61.9,11.4,3.22,53.4,1,1,5.7,5.1,57.9,Average
STU-2165,77.6,82.0,17.6,3.24,60.5,0,3,12.7,7.5,84.8,Good
STU-2166,91.0,65.7,15.0,2.92,81.8,0,3,3.8,8.6,66.7,Average
STU-2167,85.8,49.9,4.8,1.87,73.1,0,3,4.1,9.3,49.6,At Risk
STU-2168,99.6,64.8,9.3,2.47,78.2,0,2,7.8,7.4,67.0,Average
STU-2169,82.7,68.1,9.9,3.33,60.6,0,3,4.9,7.6,66.9,Average
STU-2170,97.1,62.4,8.9,2.09,74.4,0,3,4.5,4.4,54.0,Average
STU-2171,69.8,70.8,19.1,3.58,60.4,0,3,8.4,9.5,81.5,Good
STU-2172,91.0,75.3,13.5,3.52,84.7,0,3,2.0,6.3,76.9,Good
STU-2173,96.2,64.6,10.4,3.07,76.0,0,3,4.0,5.9,68.7,Average
STU-2174,60.5,61.9,11.4,3.32,42.8,1,3,16.2,6.7,67.9,Average
STU-2175,83.4,73.9,13.8,3.29,70.0,0,2,9.8,8.8,74.2,Average
STU-2176,39.6,55.7,14.5,3.0,52.9,0,1,5.0,9.6,44.6,At Risk
STU-2177,82.8,65.3,16.8,2.43,73.0,0,2,9.7,7.2,72.6,Average
STU-2178,86.3,66.3,10.6,3.49,68.0,0,1,10.3,8.2,67.7,Average
STU-2179,61.5,66.8,21.6,3.68,59.9,0,3,12.0,7.1,74.9,Average
STU-2180,63.6,54.8,11.0,2.51,62.7,0,2,7.5,5.8,53.6,Average
STU-2181,75.7,53.0,13.6,2.41,62.8,1,2,11.9,8.8,60.5,Average
STU-2182,84.6,79.6,15.1,2.99,57.4,0,2,0.0,6.3,81.7,Good
STU-2183,57.2,43.9,11.7,2.77,52.5,0,1,3.8,8.8,40.9,At Risk
STU-2184,70.7,66.1,13.1,3.12,72.5,0,2,8.7,8.6,69.8,Average
STU-2185,58.5,75.2,16.6,3.59,59.0,0,2,9.3,7.7,75.8,Good
STU-2186,96.1,64.1,7.5,2.04,85.8,0,3,4.4,9.2,59.3,Average
STU-2187,77.5,76.7,15.5,3.76,74.7,0,2,9.0,9.7,83.1,Good
STU-2188,64.3,54.0,14.1,2.87,65.0,1,2,5.5,6.8,64.3,Average
STU-2189,87.9,62.5,11.8,3.28,71.5,0,3,6.9,6.0,65.4,Average
STU-2190,71.7,76.6,18.2,3.33,70.7,0,2,12.1,4.8,82.7,Good
STU-2191,92.3,90.5,18.0,3.38,80.3,0,3,11.6,9.7,81.8,Good
STU-2192,58.0,52.1,11.6,3.08,53.4,0,1,4.0,6.5,49.1,At Risk
STU-2193,79.9,64.9,15.5,3.18,76.8,1,2,3.8,8.4,71.8,Average
STU-2194,85.1,57.0,15.0,3.18,67.3,0,3,6.4,6.1,77.8,Good
STU-2195,88.5,57.3,10.0,2.77,62.1,0,2,7.9,8.8,59.8,Average
STU-2196,81.5,56.9,11.7,2.26,59.9,1,2,5.4,6.2,57.4,Average
STU-2197,67.2,73.0,16.8,2.5,83.5,0,2,12.2,5.6,71.7,Average
STU-2198,81.8,76.9,16.9,3.0,79.5,1,2,9.4,6.7,75.8,Good
STU-2199,56.4,48.7,8.0,2.7,53.1,0,2,9.6,6.4,42.5,At Risk
